edinet_code,sec_code,filer_name,doc_description,doc_id,period_start,period_end,amount,number
E00931,45160,日本新薬株式会社,有価証券報告書－第156期(平成30年4月1日－平成31年3月31日),S100GCTD,2018-04-01,2019-03-31,363000000,9
E00935,45210,科研製薬株式会社,有価証券報告書－第99期(平成30年4月1日－平成31年3月31日),S100G4DT,2018-04-01,2019-03-31,282000000,6
E00942,45270,ロート製薬株式会社,有価証券報告書－第83期(平成30年4月1日－平成31年3月31日),S100GDA2,2018-04-01,2019-03-31,400000000,13
E00945,45280,小野薬品工業株式会社,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G28G,2018-04-01,2019-03-31,325000000,5
E00947,45340,持田製薬株式会社,有価証券報告書－第81期(平成30年4月1日－平成31年3月31日),S100GAYM,2018-04-01,2019-03-31,314000000,9
E00948,45590,ゼリア新薬工業株式会社,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100GAM4,2018-04-01,2019-03-31,306660000,11
E00949,45360,参天製薬株式会社,有価証券報告書－第107期(平成30年4月1日－平成31年3月31日),S100G69C,2018-04-01,2019-03-31,247000000,4
E00953,45380,扶桑薬品工業株式会社,有価証券報告書－第96期(平成30年4月1日－平成31年3月31日),S100G5K2,2018-04-01,2019-03-31,122000000,12
E00953,45380,扶桑薬品工業株式会社,有価証券報告書－第96期(平成30年4月1日－平成31年3月31日),S100G5K2,2018-04-01,2019-03-31,122000000,12
E00957,45390,日本ケミファ株式会社,有価証券報告書－第87期(平成30年4月1日－平成31年3月31日),S100G0PN,2018-04-01,2019-03-31,142000000,6
E00961,45490,栄研化学株式会社,有価証券報告書－第81期(平成30年4月1日－平成31年3月31日),S100G3BT,2018-04-01,2019-03-31,20000000,4
E00962,45470,キッセイ薬品工業株式会社,有価証券報告書－第74期(平成30年4月1日－平成31年3月31日),S100G648,2018-04-01,2019-03-31,325000000,14
E00963,45410,日医工株式会社,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),S100G3NM,2018-04-01,2019-03-31,217000000,5
E00970,45480,生化学工業株式会社,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G1SD,2018-04-01,2019-03-31,230000000,6
E00971,45500,日水製薬株式会社,有価証券報告書－第87期(平成30年4月1日－平成31年3月31日),S100G2ZQ,2018-04-01,2019-03-31,109000000,3
E00973,45520,ＪＣＲファーマ株式会社,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100FTGD,2018-04-01,2019-03-31,313000000,7
E00974,45530,東和薬品株式会社,有価証券報告書－第63期(平成30年4月1日－平成31年3月31日),S100G8AK,2018-04-01,2019-03-31,422000000,9
E00976,45550,沢井製薬株式会社,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G2AG,2018-04-01,2019-03-31,348000000,7
E00977,45560,株式会社カイノス,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100G3PQ,2018-04-01,2019-03-31,119544000,5
E00977,45560,株式会社カイノス,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100G3PQ,2018-04-01,2019-03-31,119544000,5
E00978,45570,株式会社医学生物学研究所,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),S100G1ZZ,2018-04-01,2019-03-31,103231000,6
E00984,45680,第一三共株式会社,有価証券報告書－第14期(平成30年4月1日－平成31年3月31日),S100FZ3C,2018-04-01,2019-03-31,590000000,6
E00985,45690,キョーリン製薬ホールディングス株式会社,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),S100G488,2018-04-01,2019-03-31,249000000,9
E00986,45700,株式会社免疫生物研究所,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G606,2018-04-01,2019-03-31,26604000,5
E00988,49010,富士フイルムホールディングス株式会社,有価証券報告書－第123期(平成30年4月1日－平成31年3月31日),S100GCCA,2018-04-01,2019-03-31,630000000,9
E00993,49140,高砂香料工業株式会社,有価証券報告書－第93期(平成30年4月1日－平成31年3月31日),S100G67T,2018-04-01,2019-03-31,133000000,11
E00994,35530,共和レザー株式会社,有価証券報告書－第121期(平成30年4月1日－平成31年3月31日),S100G635,2018-04-01,2019-03-31,168000000,12
E00995,79710,東リ株式会社,有価証券報告書－第155期(平成30年4月1日－平成31年3月31日),S100G10V,2018-04-01,2019-03-31,123000000,6
E00996,35510,ダイニック株式会社,有価証券報告書－第156期(平成30年4月1日－平成31年3月31日),S100G3V4,2018-04-01,2019-03-31,233520000,12
E01000,42180,ニチバン株式会社,有価証券報告書－第115期(平成30年4月1日－平成31年3月31日),S100G7B1,2018-04-01,2019-03-31,151000000,7
E01007,49980,フマキラー株式会社,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100GBU5,2018-04-01,2019-03-31,259375000,12
E01008,42120,積水樹脂株式会社,有価証券報告書－第85期(平成30年4月1日－平成31年3月31日),S100GCYR,2018-04-01,2019-03-31,164000000,6
E01010,49990,セメダイン株式会社,有価証券報告書－第85期(平成30年4月1日－平成31年3月31日),S100G16D,2018-04-01,2019-03-31,126000000,6
E01011,49870,株式会社寺岡製作所,有価証券報告書－第109期(平成30年4月1日－平成31年3月31日),S100G4D9,2018-04-01,2019-03-31,147000000,7
E01013,42170,日立化成株式会社,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G1UE,2018-04-01,2019-03-31,102000000,7
E01014,43660,ダイトーケミックス株式会社,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G2HP,2018-04-01,2019-03-31,84000000,4
E01019,49510,エステー株式会社,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),S100G050,2018-04-01,2019-03-31,12000000,4
E01024,42310,タイガースポリマー株式会社,有価証券報告書－第77期(平成30年4月1日－平成31年3月31日),S100FZA5,2018-04-01,2019-03-31,101204000,7
E01027,49170,株式会社マンダム,有価証券報告書－第102期(平成30年4月1日－平成31年3月31日),S100FZJP,2018-04-01,2019-03-31,258000000,6
E01032,79270,ムトー精工株式会社,有価証券報告書－第59期(平成30年4月1日－平成31年3月31日),S100G5PD,2018-04-01,2019-03-31,67650000,4
E01035,49180,株式会社アイビー化粧品,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100GBVM,2018-04-01,2019-03-31,476000000,10
E01035,49180,株式会社アイビー化粧品,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100GBVM,2018-04-01,2019-03-31,476000000,10
E01045,49660,上村工業株式会社,有価証券報告書－第91期(平成30年4月1日－平成31年3月31日),S100GB2D,2018-04-01,2019-03-31,368113000,8
E01049,49220,株式会社コーセー,有価証券報告書－第77期(平成30年4月1日－平成31年3月31日),S100GAA6,2018-04-01,2019-03-31,581000000,11
E01050,40800,株式会社田中化学研究所,有価証券報告書－第63期(平成30年4月1日－平成31年3月31日),S100GCAB,2018-04-01,2019-03-31,58674000,6
E01050,40800,株式会社田中化学研究所,有価証券報告書－第63期(平成30年4月1日－平成31年3月31日),S100GCAB,2018-04-01,2019-03-31,58674000,6
E01051,49700,東洋合成工業株式会社,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100G51D,2018-04-01,2019-03-31,107511000,6
E01051,49700,東洋合成工業株式会社,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100G51D,2018-04-01,2019-03-31,107511000,6
E01052,42340,株式会社サンエー化研,有価証券報告書－第110期(平成30年4月1日－平成31年3月31日),S100G734,2018-04-01,2019-03-31,140603000,7
E01055,49720,綜研化学株式会社,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G7TN,2018-04-01,2019-03-31,146000000,5
E01057,44640,株式会社ソフト９９コーポレーション,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100GA5E,2018-04-01,2019-03-31,125129000,7
E01058,49940,大成ラミック株式会社,有価証券報告書－第54期(平成30年4月1日－平成31年3月31日),S100G9O1,2018-04-01,2019-03-31,119940000,4
E01059,49230,コタ株式会社,有価証券報告書－第40期(平成30年4月1日－平成31年3月31日),S100G1MD,2018-04-01,2019-03-31,253068000,7
E01059,49230,コタ株式会社,有価証券報告書－第40期(平成30年4月1日－平成31年3月31日),S100G1MD,2018-04-01,2019-03-31,253068000,7
E01060,49730,日本高純度化学株式会社,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),S100G2OY,2018-04-01,2019-03-31,181536000,5
E01060,49730,日本高純度化学株式会社,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),S100G2OY,2018-04-01,2019-03-31,181536000,5
E01065,49750,株式会社ＪＣＵ,有価証券報告書－第59期(平成30年4月1日－平成31年3月31日),S100GA9E,2018-04-01,2019-03-31,284059000,9
E01066,42410,株式会社アテクト,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),S100G0V1,2018-04-01,2019-03-31,85263000,4
E01077,50110,ニチレキ株式会社,有価証券報告書－第75期(平成30年4月1日－平成31年3月31日),S100G81G,2018-04-01,2019-03-31,215000000,7
E01082,50170,富士石油株式会社,有価証券報告書－第17期(平成30年4月1日－平成31年3月31日),S100G6JU,2018-04-01,2019-03-31,242000000,9
E01084,50190,出光興産株式会社,有価証券報告書－第104期(平成30年4月1日－平成31年3月31日),S100G9PH,2018-04-01,2019-03-31,1135000000,7
E01089,51040,日東化工株式会社,有価証券報告書－第92期(平成30年4月1日－平成31年3月31日),S100G4XD,2018-04-01,2019-03-31,24054000,3
E01089,51040,日東化工株式会社,有価証券報告書－第92期(平成30年4月1日－平成31年3月31日),S100G4XD,2018-04-01,2019-03-31,24054000,3
E01094,51210,藤倉コンポジット株式会社,有価証券報告書－第140期(平成30年4月1日－平成31年3月31日),S100GJVT,2018-04-01,2019-03-31,159163000,9
E01096,51420,アキレス株式会社,有価証券報告書－第99期(平成30年4月1日－平成31年3月31日),S100G4GF,2018-04-01,2019-03-31,184000000,9
E01097,51910,住友理工株式会社,有価証券報告書－第131期(平成30年4月1日－平成31年3月31日),S100G1H4,2018-04-01,2019-03-31,279000000,9
E01098,51920,三ツ星ベルト株式会社,有価証券報告書－第104期(平成30年4月1日－平成31年3月31日),S100GC35,2018-04-01,2019-03-31,215000000,6
E01107,51890,櫻護謨株式会社,有価証券報告書－第159期(平成30年4月1日－平成31年3月31日),S100G8UD,2018-04-01,2019-03-31,222548000,9
E01108,72820,豊田合成株式会社,有価証券報告書－第96期(平成30年4月1日－平成31年3月31日),S100G3B8,2018-04-01,2019-03-31,407000000,9
E01111,51860,ニッタ株式会社,有価証券報告書－第90期(平成30年4月1日－平成31年3月31日),S100G410,2018-04-01,2019-03-31,204000000,7
E01118,79380,株式会社リーガルコーポレーション,有価証券報告書－第187期(平成30年4月1日－平成31年3月31日),S100G9LN,2018-04-01,2019-03-31,147000000,8
E01120,79320,株式会社ニッピ,有価証券報告書－第172期(平成30年4月1日－平成31年3月31日),S100G94I,2018-04-01,2019-03-31,133000000,6
E01127,52320,住友大阪セメント株式会社,有価証券報告書－第156期(平成30年4月1日－平成31年3月31日),S100G6QY,2018-04-01,2019-03-31,247000000,7
E01130,52330,太平洋セメント株式会社,有価証券報告書－第21期(平成30年4月1日－平成31年3月31日),S100GAFC,2018-04-01,2019-03-31,796000000,12
E01131,53550,日本坩堝株式会社,有価証券報告書－第179期(平成30年4月1日－平成31年3月31日),S100GCSD,2018-04-01,2019-03-31,115900000,6
E01135,53430,ニッコー株式会社,有価証券報告書－第94期(平成30年4月1日－平成31年3月31日),S100FZUX,2018-04-01,2019-03-31,41000000,7
E01136,53340,日本特殊陶業株式会社,有価証券報告書－第119期(平成30年4月1日－平成31年3月31日),S100G3C9,2018-04-01,2019-03-31,468000000,10
E01137,53330,日本碍子株式会社,有価証券報告書－第153期(平成30年4月1日－平成31年3月31日),S100G2WG,2018-04-01,2019-03-31,570000000,11
E01138,53320,ＴＯＴＯ株式会社,有価証券報告書－第153期(平成30年4月1日－平成31年3月31日),S100G60B,2018-04-01,2019-03-31,656000000,11
E01139,53310,株式会社ノリタケカンパニーリミテド,有価証券報告書－第138期(平成30年4月1日－平成31年3月31日),S100G7VC,2018-04-01,2019-03-31,301000000,6
E01142,52690,日本コンクリート工業株式会社,有価証券報告書－第88期(平成30年4月1日－平成31年3月31日),S100GC98,2018-04-01,2019-03-31,90950000,3
E01143,52680,旭コンクリート工業株式会社,有価証券報告書－第139期(平成30年4月1日－平成31年3月31日),S100GA6Y,2018-04-01,2019-03-31,135280000,8
E01143,52680,旭コンクリート工業株式会社,有価証券報告書－第139期(平成30年4月1日－平成31年3月31日),S100GA6Y,2018-04-01,2019-03-31,135280000,8
E01147,53570,株式会社　ヨータイ,有価証券報告書－第121期(平成30年4月1日－平成31年3月31日),S100GAQF,2018-04-01,2019-03-31,184838000,5
E01149,53630,東京窯業株式会社,有価証券報告書－第100期(平成30年4月1日－平成31年3月31日),S100GC2X,2018-04-01,2019-03-31,55000000,6
E01150,53520,黒崎播磨株式会社,有価証券報告書－第128期(平成30年4月1日－平成31年3月31日),S100G7AP,2018-04-01,2019-03-31,217000000,8
E01151,53930,ニチアス株式会社,有価証券報告書－第203期(平成30年4月1日－平成31年3月31日),S100GBDJ,2018-04-01,2019-03-31,319000000,10
E01152,52080,株式会社有沢製作所,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100GDIH,2018-04-01,2019-03-31,203547000,5
E01156,52610,リソルホールディングス株式会社,有価証券報告書－第126期(平成30年4月1日－平成31年3月31日),S100GCNC,2018-04-01,2019-03-31,99118000,4
E01157,52620,日本ヒューム株式会社,有価証券報告書－第136期(平成30年4月1日－平成31年3月31日),S100G9T6,2018-04-01,2019-03-31,218820000,8
E01161,18710,株式会社ピーエス三菱,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G0Z2,2018-04-01,2019-03-31,170000000,6
E01163,53910,株式会社エーアンドエーマテリアル,有価証券報告書－第19期(平成30年4月1日－平成31年3月31日),S100GBXD,2018-04-01,2019-03-31,173000000,6
E01164,79950,株式会社バルカー,有価証券報告書－第119期(平成30年4月1日－平成31年3月31日),S100G0W6,2018-04-01,2019-03-31,215000000,3
E01166,52370,株式会社ノザワ,有価証券報告書－第159期(平成30年4月1日－平成31年3月31日),S100GA7E,2018-04-01,2019-03-31,215732000,11
E01169,52730,三谷セキサン株式会社,有価証券報告書－第86期(平成30年4月1日－平成31年3月31日),S100G4QR,2018-04-01,2019-03-31,185000000,5
E01173,53040,ＳＥＣカーボン株式会社,有価証券報告書－第99期(平成30年4月1日－平成31年3月31日),S100G81Z,2018-04-01,2019-03-31,109000000,5
E01174,52770,株式会社スパンクリートコーポレーション,有価証券報告書－第57期(平成30年4月1日－平成31年3月31日),S100GBJX,2018-04-01,2019-03-31,28132000,4
E01174,52770,株式会社スパンクリートコーポレーション,有価証券報告書－第57期(平成30年4月1日－平成31年3月31日),S100GBJX,2018-04-01,2019-03-31,28132000,4
E01182,69710,京セラ株式会社,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100G7QO,2018-04-01,2019-03-31,346000000,13
E01183,79790,株式会社松風,有価証券報告書－第147期(平成30年4月1日－平成31年3月31日),S100FXAC,2018-04-01,2019-03-31,214000000,6
E01186,52120,不二硝子株式会社,有価証券報告書－第86期(平成30年4月1日－平成31年3月31日),S100G4SW,2018-04-01,2019-03-31,59246000,5
E01197,53870,チヨダウーテ株式会社,有価証券報告書－第81期(平成30年4月1日－平成31年3月31日),S100GBLS,2018-04-01,2019-03-31,147000000,8
E01200,52790,日本興業株式会社,有価証券報告書－第64期(平成30年4月1日－平成31年3月31日),S100G6HP,2018-04-01,2019-03-31,29680000,6
E01202,52800,ヨシコン株式会社,有価証券報告書－第51期(平成30年4月1日－平成31年3月31日),S100G1DB,2018-04-01,2019-03-31,348900000,7
E01204,53860,株式会社鶴弥,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100GB8X,2018-04-01,2019-03-31,99000000,7
E01204,53860,株式会社鶴弥,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100GB8X,2018-04-01,2019-03-31,99000000,7
E01206,52820,ジオスター株式会社,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),S100G0TN,2018-04-01,2019-03-31,96734000,6
E01207,53840,株式会社フジミインコーポレーテッド,有価証券報告書－第67期(平成30年4月1日－平成31年3月31日),S100G19V,2018-04-01,2019-03-31,185000000,5
E01210,53440,株式会社ＭＡＲＵＷＡ,有価証券報告書－第46期(平成30年4月1日－平成31年3月31日),S100GA41,2018-04-01,2019-03-31,203851000,6
E01211,52840,株式会社ヤマウ,有価証券報告書－第62期(平成30年4月1日－平成31年3月31日),S100GCS2,2018-04-01,2019-03-31,123240000,8
E01212,52850,株式会社ヤマックス,有価証券報告書－第56期(平成30年4月1日－平成31年3月31日),S100G7ZU,2018-04-01,2019-03-31,187750000,8
E01216,52870,株式会社イトーヨーギョー,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G7A5,2018-04-01,2019-03-31,46343000,5
E01216,52870,株式会社イトーヨーギョー,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G7A5,2018-04-01,2019-03-31,46343000,5
E01217,52170,テクノクオーツ株式会社,有価証券報告書－第43期(平成30年4月1日－平成31年3月31日),S100G9TQ,2018-04-01,2019-03-31,56632000,3
E01218,53810,Ｍｉｐｏｘ株式会社,有価証券報告書－第89期(平成30年4月1日－平成31年3月31日),S100GAP4,2018-04-01,2019-03-31,98400000,3
E01222,52880,アジアパイルホールディングス株式会社,有価証券報告書－第14期(平成30年4月1日－平成31年3月31日),S100GAKF,2018-04-01,2019-03-31,39000000,9
E01229,54080,株式会社中山製鋼所,有価証券報告書－第125期(平成30年4月1日－平成31年3月31日),S100G2PD,2018-04-01,2019-03-31,85000000,5
E01230,72310,トピー工業株式会社,有価証券報告書－第125期(平成30年4月1日－平成31年3月31日),S100G623,2018-04-01,2019-03-31,244000000,7
E01232,56310,株式会社日本製鋼所,有価証券報告書－第93期(平成30年4月1日－平成31年3月31日),S100G74A,2018-04-01,2019-03-31,356012000,8
E01233,56320,三菱製鋼株式会社,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),S100G19B,2018-04-01,2019-03-31,205000000,7
E01234,54820,愛知製鋼株式会社,有価証券報告書－第115期(平成30年4月1日－平成31年3月31日),S100G367,2018-04-01,2019-03-31,315000000,9
E01235,54100,合同製鐵株式会社,有価証券報告書－第113期(平成30年4月1日－平成31年3月31日),S100G1U6,2018-04-01,2019-03-31,168000000,4
E01236,56090,日本鋳造株式会社,有価証券報告書－第97期(平成30年4月1日－平成31年3月31日),S100FZZR,2018-04-01,2019-03-31,66000000,6
E01239,54710,大同特殊鋼株式会社,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),S100G3JP,2018-04-01,2019-03-31,434000000,9
E01240,54760,日本高周波鋼業株式会社,有価証券報告書－第94期(平成30年4月1日－平成31年3月31日),S100G8WJ,2018-04-01,2019-03-31,158000000,9
E01242,54800,日本冶金工業株式会社,有価証券報告書－第137期(平成30年4月1日－平成31年3月31日),S100G6UU,2018-04-01,2019-03-31,153000000,4
E01243,54810,山陽特殊製鋼株式会社,有価証券報告書－第107期(平成30年4月1日－平成31年3月31日),S100G542,2018-04-01,2019-03-31,330000000,9
E01244,54860,日立金属株式会社,有価証券報告書－第82期(平成30年4月1日－平成31年3月31日),S100G7D1,2018-04-01,2019-03-31,77000000,6
E01245,54840,東北特殊鋼株式会社,有価証券報告書－第120期(平成30年4月1日－平成31年3月31日),S100G9RS,2018-04-01,2019-03-31,61182000,7
E01247,54510,株式会社淀川製鋼所,有価証券報告書－第120期(平成30年4月1日－平成31年3月31日),S100G2VT,2018-04-01,2019-03-31,178000000,5
E01251,54610,中部鋼鈑株式会社,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),S100G7CK,2018-04-01,2019-03-31,150000000,7
E01253,54630,丸一鋼管株式会社,有価証券報告書－第85期(平成30年4月1日－平成31年3月31日),S100G38F,2018-04-01,2019-03-31,199000000,4
E01254,55410,大平洋金属株式会社,有価証券報告書－第93期(平成30年4月1日－平成31年3月31日),S100G75E,2018-04-01,2019-03-31,159000000,9
E01259,54440,大和工業株式会社,有価証券報告書－第100期(平成30年4月1日－平成31年3月31日),S100GC3L,2018-04-01,2019-03-31,371000000,11
E01260,54460,北越メタル株式会社,有価証券報告書－第103期(平成30年4月1日－平成31年3月31日),S100G2DG,2018-04-01,2019-03-31,52841000,5
E01262,54490,大阪製鐵株式会社,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100GAYS,2018-04-01,2019-03-31,165000000,7
E01266,54400,共英製鋼株式会社,有価証券報告書－第75期(平成30年4月1日－平成31年3月31日),S100G79G,2018-04-01,2019-03-31,289000000,11
E01268,56020,株式会社栗本鐵工所,有価証券報告書－第123期(平成30年4月1日－平成31年3月31日),S100FXXJ,2018-04-01,2019-03-31,199000000,7
E01269,56030,虹技株式会社,有価証券報告書－第114期(平成30年4月1日－平成31年3月31日),S100G7HT,2018-04-01,2019-03-31,97000000,5
E01276,54910,日本金属株式会社,有価証券報告書－第112期(平成30年4月1日－平成31年3月31日),S100G8TX,2018-04-01,2019-03-31,169200000,6
E01277,64390,中日本鋳工株式会社,有価証券報告書－第108期(平成30年4月1日－平成31年3月31日),S100GC25,2018-04-01,2019-03-31,54620000,5
E01280,56590,日本精線株式会社,有価証券報告書－第89期(平成30年4月1日－平成31年3月31日),S100G89S,2018-04-01,2019-03-31,107000000,3
E01282,56600,神鋼鋼線工業株式会社,有価証券報告書－第87期(平成30年4月1日－平成31年3月31日),S100G2BS,2018-04-01,2019-03-31,141000000,6
E01283,56120,日本鋳鉄管株式会社,有価証券報告書－第115期(平成30年4月1日－平成31年3月31日),S100G2MT,2018-04-01,2019-03-31,93000000,7
E01284,56070,中央可鍛工業株式会社,有価証券報告書－第90期(平成30年4月1日－平成31年3月31日),S100G2X4,2018-04-01,2019-03-31,177022000,9
E01287,56580,日亜鋼業株式会社,有価証券報告書－第67期(平成30年4月1日－平成31年3月31日),S100G6PL,2018-04-01,2019-03-31,144000000,7
E01294,56950,パウダーテック株式会社,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100G9NR,2018-04-01,2019-03-31,96793000,7
E01296,56970,株式会社サンユウ,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G5L9,2018-04-01,2019-03-31,54108000,4
E01297,99640,株式会社アイ・テック,有価証券報告書－第60期(平成30年4月1日－平成31年3月31日),S100G6AT,2018-04-01,2019-03-31,401843000,8
E01298,34230,株式会社エスイー,有価証券報告書－第38期(平成30年4月1日－平成31年3月31日),S100G5Y5,2018-04-01,2019-03-31,239200000,8
E01300,57210,株式会社エス・サイエンス,有価証券報告書－第100期(平成30年4月1日－平成31年3月31日),S100G5IE,2018-04-01,2019-03-31,33000000,2
E01300,57210,株式会社エス・サイエンス,有価証券報告書－第100期(平成30年4月1日－平成31年3月31日),S100G5IE,2018-04-01,2019-03-31,33000000,2
E01301,57270,東邦チタニウム株式会社,有価証券報告書－第88期(平成30年4月1日－平成31年3月31日),S100G21I,2018-04-01,2019-03-31,182000000,7
E01317,59380,株式会社ＬＩＸＩＬグループ,有価証券報告書－第77期(平成30年4月1日－平成31年3月31日),S100G45M,2018-04-01,2019-03-31,216000000,6
E01318,57020,株式会社大紀アルミニウム工業所,有価証券報告書－第92期(平成30年4月1日－平成31年3月31日),S100G4NJ,2018-04-01,2019-03-31,224000000,8
E01320,59280,アルメタックス株式会社,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),S100G01G,2018-04-01,2019-03-31,95000000,6
E01320,59280,アルメタックス株式会社,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),S100G01G,2018-04-01,2019-03-31,95000000,6
E01327,57260,株式会社大阪チタニウムテクノロジーズ,有価証券報告書－第22期(平成30年4月1日－平成31年3月31日),S100G4MM,2018-04-01,2019-03-31,137000000,5
E01327,57260,株式会社大阪チタニウムテクノロジーズ,有価証券報告書－第22期(平成30年4月1日－平成31年3月31日),S100G4MM,2018-04-01,2019-03-31,137000000,5
E01330,57410,株式会社ＵＡＣＪ,有価証券報告書－第6期(平成30年4月1日－平成31年3月31日),S100G2XM,2018-04-01,2019-03-31,282000000,11
E01332,58010,古河電気工業株式会社,有価証券報告書－第197期(平成30年4月1日－平成31年3月31日),S100G9FO,2018-04-01,2019-03-31,433000000,8
E01333,58020,住友電気工業株式会社,有価証券報告書－第149期(平成30年4月1日－平成31年3月31日),S100G32L,2018-04-01,2019-03-31,830400000,12
E01336,58050,昭和電線ホールディングス株式会社,有価証券報告書－第123期(平成30年4月1日－平成31年3月31日),S100G8O0,2018-04-01,2019-03-31,54000000,5
E01337,58070,東京特殊電線株式会社,有価証券報告書－第101期(平成30年4月1日－平成31年3月31日),S100G30L,2018-04-01,2019-03-31,111893000,6
E01352,58210,平河ヒューテック株式会社,有価証券報告書－第78期(平成30年4月1日－平成31年3月31日),S100GBYK,2018-04-01,2019-03-31,91000000,4
E01353,59010,東洋製罐グループホールディングス株式会社,有価証券報告書－第106期(平成30年4月1日－平成31年3月31日),S100G7VM,2018-04-01,2019-03-31,363000000,10
E01354,59020,ホッカンホールディングス株式会社,有価証券報告書－第94期(平成30年4月1日－平成31年3月31日),S100GBNH,2018-04-01,2019-03-31,131000000,8
E01355,59110,株式会社横河ブリッジホールディングス,有価証券報告書－第155期(平成30年4月1日－平成31年3月31日),S100G29L,2018-04-01,2019-03-31,147000000,5
E01358,59120,ＯＳＪＢホールディングス株式会社,有価証券報告書－第5期(平成30年4月1日－平成31年3月31日),S100G0DV,2018-04-01,2019-03-31,10000000,5
E01362,59150,株式会社駒井ハルテック,有価証券報告書－第90期(平成30年4月1日－平成31年3月31日),S100G8UM,2018-04-01,2019-03-31,104000000,6
E01366,59740,中国工業株式会社,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100GCUZ,2018-04-01,2019-03-31,60138000,4
E01367,59910,日本発條株式会社,有価証券報告書－第99期(平成30年4月1日－平成31年3月31日),S100GA34,2018-04-01,2019-03-31,329000000,7
E01368,59520,アマテイ株式会社,有価証券報告書－第78期(平成30年4月1日－平成31年3月31日),S100G6AG,2018-04-01,2019-03-31,52083000,4
E01372,63060,日工株式会社,有価証券報告書－第156期(平成30年4月1日－平成31年3月31日),S100G2S7,2018-04-01,2019-03-31,138000000,5
E01373,59230,高田機工株式会社,有価証券報告書－第90期(平成30年4月1日－平成31年3月31日),S100G6FV,2018-04-01,2019-03-31,160230000,7
E01373,59230,高田機工株式会社,有価証券報告書－第90期(平成30年4月1日－平成31年3月31日),S100G6FV,2018-04-01,2019-03-31,160230000,7
E01378,59810,東京製綱株式会社,有価証券報告書－第220期(平成30年4月1日－平成31年3月31日),S100G8TW,2018-04-01,2019-03-31,189000000,7
E01382,59750,東プレ株式会社,有価証券報告書－第124期(平成30年4月1日－平成31年3月31日),S100G9X3,2018-04-01,2019-03-31,241000000,12
E01393,59980,株式会社　アドバネクス,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G88K,2018-04-01,2019-03-31,231384000,5
E01396,59940,株式会社ファインシンター,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G4OL,2018-04-01,2019-03-31,119747000,10
E01398,99300,北沢産業株式会社,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),S100G9QB,2018-04-01,2019-03-31,82680000,6
E01400,59760,高周波熱錬株式会社,有価証券報告書－第108期(平成30年4月1日－平成31年3月31日),S100G8L3,2018-04-01,2019-03-31,173000000,9
E01401,57810,東邦金属株式会社,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100G5DB,2018-04-01,2019-03-31,77922000,7
E01401,57810,東邦金属株式会社,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100G5DB,2018-04-01,2019-03-31,77922000,7
